地域,区分,名称,所在地,緯度,経度,座標系,電話
利島村,村,利島村役場,利島村248,34.5293639,139.282585,JGD2011,04992-9-0011
利島村,都,警視庁大島警察署利島村駐在所,利島村315,34.529539,139.283903,JGD2011,04992-9-0009
新島村,村,新島村役場,新島村本村1-1-1,34.377094,139.257058,JGD2011,04992-5-0240
新島村,村,式根島支所,新島村式根島255-1,34.529539,139.283903,JGD2011,04992-7-0004
新島村,都,東京都大島支庁新島出張所,新島村本村6-4-24,34.373721,139.256622,JGD2011,04992-5-0281
新島村,都,新島港湾空港管理事務所,新島村字川原,34.37036,139.269356,JGD2011,04992-5-1267
新島村,都,東京都島しょ保健所大島出張所新島支所,新島村本村6-4-24,34.373721,139.256622,JGD2011,04992-5-1600
新島村,都,島しょ農林水産総合センター大島事業所新島分室,新島村本村6-4-24,34.373721,139.256622,JGD2011,04992-5-0281
新島村,都,東京都立新島高等学校,新島村本村4-10-1,34.369086,139.25827,JGD2011,04992-5-0091
新島村,都,警視庁新島警察署,新島村本村3-13-4,34.372224,139.259511,JGD2011,04992-5-0381
新島村,国,新島簡易裁判所,新島村本村3-2-2,34.376787,139.257702,JGD2011,04992-5-1210
新島村,国,新島区検察庁,大島町元町字家の上445-9,34.749811,139.363192,JGD2011,04992-2-1164
新島村,国,防衛装備庁航空装備研究所新島支所,新島村字水尻,34.363931,139.255265,JGD2011,04992-5-0385
神津島村,村,神津島村役場,神津島村904,34.205533,139.134455,JGD2011,04992-8-0011
神津島村,都,東京都大島支庁神津島出張所,神津島村1204  ,34.203272,139.134233,JGD2011,04992-8-0311
神津島村,都,神津島港湾空港管理事務所,神津島村字金長,34.190248,139.134466,JGD2011,04992-8-1311
神津島村,都,東京都島しょ保健所大島出張所神津島支所,神津島村1088,34.204734,139.136476,JGD2011,04992-8-0880
神津島村,都,東京都立神津高等学校,神津島村1620,34.202348,139.134443,JGD2011,04992-8-0706
大島町,国,東�-,3,20,-,-,-,-,-,-,-,-,5,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,1,7,-,-,4,8,-,-,-,-,-,-,1,3,-,-,1,1,-,-,-,-,2,4,-,-,-,-,-,-,2,4,2,4,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,-,3,53,2,37,-,-,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,24,1,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,-,-,2,4,3,6,-,-,2,4,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311400202,荳ｭ驥主玄,荳ｭ驥主玄蠑･逕溽伴,2荳∫岼,荳ｭ驥主玄蠑･逕溽伴2荳∫岼,-,-,-,-,-,-,1,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,7,-,-,1,7,-,-,-,-,3,52,2,47,-,-,-,-,-,-,-,-,2,47,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,1,5,-,-,3,77,1,4,-,-,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,1,35,1,35,-,-,-,-,-,-,-,-,-,-,1,38,-,-,1,38,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,62,1,1,-,-,1,1,-,-,-,-,-,-,-,-,3,54,3,54,-,-,-,-,-,-,-,-,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,5,-,-,-,-,-,-,5,11,1,3,-,-,1,3,-,-,3,5,3,5,-,-,1,3,1,3,-,-,-,-,-,-,-,-,-,-,-,-,8,137,2,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,5,66,3,60,-,-,-,-,1,2,1,4,-,-,-,-,-,-,-,-,1,87,-,-,-,-,-,-,-,-,-,-,-,-,1,87,-,-,-,-,-,-,1,87,11,54,1,3,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,4,19,2,11,1,5,1,3,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,2,22,1,6,-,-,1,16,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,2,6,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,1,2,2,7,1,3,-,-,-,-,-,-,1,3,-,-,-,-,1,4
6,13114,1311400203,荳ｭ驥主玄,荳ｭ驥主玄蠑･逕溽伴,3荳∫岼,荳ｭ驥主玄蠑･逕溽伴3荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,25,1,21,-,-,-,-,-,-,-,-,1,21,-,-,-,-,1,4,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,91,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,73,1,73,-,-,-,-,-,-,-,-,-,-,-,-,3,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,18,-,-,-,-,-,-,14,18,1,1,1,1,-,-,-,-,5,7,5,7,-,-,1,1,-,-,1,1,7,9,-,-,1,2,6,7,-,-,20,102,-,-,5,22,4,20,1,2,3,10,3,10,-,-,1,5,2,8,1,1,-,-,1,1,-,-,-,-,8,56,2,41,-,-,-,-,2,4,1,4,1,2,-,-,1,2,1,3,6,17,1,2,-,-,-,-,-,-,1,2,2,7,3,8,2,7,-,-,1,1,-,-,6,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,10,-,-,-,-,2,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,-,-,1,1,1,2,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311400204,荳ｭ驥主玄,荳ｭ驥主玄蠑･逕溽伴,4荳∫岼,荳ｭ驥主玄蠑･逕溽伴4荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,4,-,-,2,4,-,-,-,-,-,-,-,-,2,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,1,6,-,-,-,-,-,-,-,-,-,-,-,-,1,8,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,11,1,2,1,3,1,6,-,-,2,5,-,-,-,-,1,2,-,-,-,-,1,3,-,-,-,-,-,-,2,5,1,3,-,-,-,-,-,-,1,3,1,2,-,-,-,-,-,-,-,-,-,-,5,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,1,8,1,8,-,-,1,8,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13114,1311400205,荳ｭ驥主玄,荳ｭ驥主玄蠑･逕溽伴,5荳∫岼,荳ｭ驥主玄蠑･逕溽伴5荳∫岼,-,-,-,-,-,-,1,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,11,-,-,1,11,-,-,-,-,3,10,2,7,-,-,1,3,-,-,-,-,-,-,-,-,1,4,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,3,12,2,8,-,-,-,-,-,-,-,-,2,8,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,15,-,-,2,15,-,-,3,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,2,5,-,-,-,-,-,-,1,4,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,12,1,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,40,1,31,2,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,33,1,33,-,-,-,-,1,33,-,-,-,-,-,-,-,-
6,13114,1311400206,荳ｭ驥主玄,荳ｭ驥主玄蠑･逕溽伴,6荳∫岼,荳ｭ驥主玄蠑･逕溽伴6荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,1,5,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,35,1,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13114,1311401600,荳ｭ驥主玄,荳ｭ驥主玄闍･螳ｮ,,荳ｭ驥主玄闍･螳ｮ,-,-,-,-,-,-,1,4,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,5,1,2,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,-,-,-,-,-,2,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,30,-,-,-,-,-,-,6,14,1,4,-,-,1,4,-,-,2,6,2,6,-,-,2,2,1,1,1,1,1,2,1,2,-,-,-,-,-,-,24,153,2,54,3,10,2,4,1,6,4,9,4,9,-,-,1,2,2,6,5,13,5,13,-,-,-,-,-,-,7,59,2,49,-,-,-,-,2,3,-,-,1,3,-,-,1,1,1,3,3,8,1,1,1,1,-,-,-,-,-,-,1,4,1,3,1,3,-,-,-,-,-,-,14,55,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,4,21,1,7,1,3,2,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,19,-,-,-,-,2,16,2,3,-,-,-,-,-,-,-,-,2,5,-,-,2,5,3,8,-,-,2,5,1,3,-,-,-,-,-,-,-,-,-,-,-,-,2,4,2,4,-,-,-,-,2,4,-,-,-,-,-,-,-,-
6,13114,1311401601,荳ｭ驥主玄,荳ｭ驥主玄闍･螳ｮ,1荳∫岼,荳ｭ驥主玄闍･螳ｮ1荳∫岼,-,-,-,-,-,-,1,4,1,4,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,20,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,11,-,-,-,-,2,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,6,-,-,-,-,1,5,1,1,-,-,-,-,-,-,-,-,1,3,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-
6,13114,1311401602,荳ｭ驥主玄,荳ｭ驥主玄闍･螳ｮ,2荳∫岼,荳ｭ驥主玄闍･螳ｮ2荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,3,1,3,-,-,-,-,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,57,1,50,-,-,-,-,-,-,1,2,1,2,-,-,1,2,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,7,-,-,-,-,-,-,-,-,-,-,1,4,1,3,1,3,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,1,2,-,-,-,-,-,-,-,-
6,13114,1311401603,荳ｭ驥主玄,荳ｭ驥主玄闍･螳ｮ,3荳∫岼,荳ｭ驥主玄闍･螳ｮ3荳∫岼,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2,1,2,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,13,1,4,-,-,1,4,-,-,2,6,2,6,-,-,1,1,-,-,1,1,1,2,1,2,-,-,-,-,-,-,20,96,1,4,3,10,2,4,1,6,3,7,3,7,-,-,-,-,1,3,5,13,5,13,-,-,-,-,-,-,7,59,2,49,-,-,-,-,2,3,-,-,1,3,-,-,1,1,1,3,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,33,-,-,-,-,-,-,-,-,-,-,1,2,-,-,1,2,-,-,-,-,2,10,1,7,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,13,-,-,-,-,1,11,1,2,-,-,-,-,-,-,-,-,1,2,-,-,1,2,2,6,-,-,1,3,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蟷ｳ謌�26蟷ｴ蝠�･ｭ邨ｱ險郁ｪｿ譟ｻ蝣ｱ蜻奇ｼ育伴荳∫岼蛻･髮�ｨ茨ｼ�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隨ｬ�定｡ｨ縲�逕ｺ荳∫岼縲∫肇讌ｭ邏ｰ蛻�｡槫挨縲�莠区･ｭ謇�謨ｰ蜿翫�蠕捺･ｭ閠�焚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蝨ｰ蝓滄嚴螻､��4:蛹ｺ蟶ら伴譚代��5:逕ｺ繝ｻ螟ｧ蟄励��6:荳∫岼繝ｻ蟄暦ｼ�,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
